upw_doi,oa_category,evidence,host_type,repository_institution,url_for_landing_page,url_for_pdf
10.1103/physrevlett.119.151802,opendoar_inst,oa repository (via OAI-PMH doi match),repository,Paul Scherrer Institute - DORA PSI,https://www.dora.lib4ri.ch/psi/islandora/object/psi%3A6097,https://www.dora.lib4ri.ch/psi/islandora/object/psi%3A6097/datastream/PDF/view
10.1103/physrevlett.119.151802,opendoar_inst,oa repository (via OAI-PMH doi match),repository,Ghent University - Ghent University Academic Bibliography,https://biblio.ugent.be/publication/8568567/file/8568749,https://biblio.ugent.be/publication/8568567/file/8568749
10.1103/physrevlett.119.151802,opendoar_inst,oa repository (via OAI-PMH doi match),repository,Ghent University - Ghent University Academic Bibliography,https://biblio.ugent.be/publication/8592323/file/8593160,https://biblio.ugent.be/publication/8592323/file/8593160
10.1103/physrevlett.119.151802,opendoar_inst,oa repository (via OAI-PMH doi match),repository,Indian Institute of Science - ePrints@IISc,http://eprints.iisc.ac.in/58468/1/Phy_Rev_Let_119-15_2017.pdf,http://eprints.iisc.ac.in/58468/1/Phy_Rev_Let_119-15_2017.pdf
10.1103/physrevlett.119.151802,opendoar_inst,oa repository (via OAI-PMH doi match),repository,University of Zurich - Zurich Open Repository and Archive,https://www.zora.uzh.ch/id/eprint/146423/1/PhysRevLett119151802.pdf,https://www.zora.uzh.ch/id/eprint/146423/1/PhysRevLett119151802.pdf
10.1103/physrevlett.119.151802,opendoar_subject,oa repository (via OAI-PMH doi match),repository,Cornell University - arXiv,http://arxiv.org/abs/1705.04673,http://arxiv.org/pdf/1705.04673
10.1103/physrevlett.119.151802,opendoar_inst,oa repository (via OAI-PMH title and first author match),repository,Brunel University London - Brunel University Research Archive (BURA),http://bura.brunel.ac.uk/handle/2438/13203,http://bura.brunel.ac.uk/bitstream/2438/13203/1/Fulltext.pdf
10.1103/physrevlett.119.151802,other_repo,oa repository (via OAI-PMH title and first author match),repository,Red Federada de Repositorios Institucionales de Publicaciones Científicas - LA Referencia,http://repositorio.unicamp.br/jspui/handle/REPOSIP/323231,http://repositorio.unicamp.br/jspui/bitstream/REPOSIP/323231/1/2-s2.0-84984950398.pdf
10.1103/physrevlett.119.151802,other_repo,oa repository (via OAI-PMH title and first author match),repository,Brunel University London - Brunel University Research Archive (BURA),http://link.springer.com/article/10.1007%2FJHEP08%282016%29122,https://link.springer.com/content/pdf/10.1007/JHEP08(2016)122.pdf
10.1103/physrevlett.119.151802,opendoar_inst,oa repository (via OAI-PMH title and first author match),repository,Paul Scherrer Institute - DORA PSI,https://www.dora.lib4ri.ch/psi/islandora/object/psi%3A5944,https://www.dora.lib4ri.ch/psi/islandora/object/psi%3A5944/datastream/PDF/view
10.1103/physrevlett.119.151802,other_repo,oa repository (via OAI-PMH title and first author match),repository,NA,http://link.springer.com/journal/13130,https://link.springer.com/content/pdf/10.1007%2FJHEP02%282020%29073.pdf
10.1073/pnas.1621225114,other_oa_journal,open (via free pdf),publisher,NA,https://doi.org/10.1073/pnas.1621225114,https://www.pnas.org/content/pnas/114/27/E5454.full.pdf
10.1073/pnas.1621225114,other_repo,oa repository (via pmcid lookup),repository,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5502600,NA
10.1073/pnas.1621225114,opendoar_subject,oa repository (via OAI-PMH doi match),repository,National Institutes of Health (USA) - US National Library of Medicine,http://europepmc.org/articles/pmc5502600,http://europepmc.org/articles/pmc5502600?pdf=render
10.1073/pnas.1621225114,other_repo,oa repository (semantic scholar lookup),repository,NA,https://semanticscholar.org/paper/c787e30a1db41826aa5a7b5f9136b046abee6dd8,http://pdfs.semanticscholar.org/c787/e30a1db41826aa5a7b5f9136b046abee6dd8.pdf
10.1177/1069397117707184,not_oa,NA,NA,NA,NA,NA
10.1186/1742-2094-9-44,full_oa_journal,oa journal (via doaj),publisher,NA,https://doi.org/10.1186/1742-2094-9-44,NA
10.1186/1742-2094-9-44,full_oa_journal,open (via page says license),publisher,NA,https://doi.org/10.1186/1742-2094-9-44,https://jneuroinflammation.biomedcentral.com/track/pdf/10.1186/1742-2094-9-44
10.1186/1742-2094-9-44,other_repo,oa repository (via pmcid lookup),repository,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3359160,NA
10.1186/1742-2094-9-44,opendoar_subject,oa repository (via OAI-PMH doi match),repository,pubmedcentral.nih.gov,http://europepmc.org/articles/pmc3359160,http://europepmc.org/articles/pmc3359160?pdf=render
10.2967/jnumed.114.137059,other_oa_journal,open (via free pdf),publisher,NA,https://doi.org/10.2967/jnumed.114.137059,http://jnm.snmjournals.org/content/55/11/1885.full.pdf
10.2967/jnumed.114.137059,other_repo,oa repository (via OAI-PMH title and first author match),repository,The Pennsylvania State University - CiteSeer X,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.927.4134,http://jnm.snmjournals.org/content/early/2014/10/02/jnumed.114.137059.full.pdf
10.1103/physrevd.84.052011,other_oa_journal,open (via crossref license),publisher,NA,https://doi.org/10.1103/physrevd.84.052011,NA
10.1103/physrevd.84.052011,other_oa_journal,open (via page says license),publisher,NA,https://doi.org/10.1103/physrevd.84.052011,http://link.aps.org/pdf/10.1103/PhysRevD.84.052011
10.1103/physrevd.84.052011,opendoar_inst,oa repository (via OAI-PMH doi match),repository,Texas A&M University Libraries - OakTrust,http://hdl.handle.net/1969.1/185268,https://oaktrust.library.tamu.edu/bitstream/1969.1/185268/2/document-2.pdf
10.1103/physrevd.84.052011,other_repo,oa repository (via OAI-PMH doi match),repository,"CERN, DESY, Fermilab, IHEP, and SLAC - DESY",http://bib-pubdb1.desy.de/record/96375,http://bib-pubdb1.desy.de/record/96375/files/e052011.pdf
10.1103/physrevd.84.052011,opendoar_inst,oa repository (via OAI-PMH doi match),repository,Ghent University - Ghent University Academic Bibliography,https://biblio.ugent.be/publication/8592874,https://biblio.ugent.be/publication/8592874/file/8593714.pdf
10.1103/physrevd.84.052011,opendoar_inst,oa repository (via OAI-PMH doi match),repository,Universidad Autónoma de Madrid - Biblos-e Archivo,http://hdl.handle.net/10486/666479,https://repositorio.uam.es/bitstream/10486/666479/1/differential_chatrchyan_prd_2011.pdf
10.1103/physrevd.84.052011,opendoar_inst,oa repository (via OAI-PMH doi match),repository,University of Cantabria - UCrea,http://hdl.handle.net/10902/2439,https://repositorio.unican.es/xmlui/bitstream/10902/2439/1/Measurement%20of%20the%20differential%20cross%20section%20for%20isolated%20prompt.pdf
10.1103/physrevd.84.052011,opendoar_inst,oa repository (via OAI-PMH doi match),repository,Ghent University - Ghent University Academic Bibliography,https://biblio.ugent.be/publication/8592874/file/8593714,https://biblio.ugent.be/publication/8592874/file/8593714
10.1103/physrevd.84.052011,opendoar_inst,oa repository (via OAI-PMH doi match),repository,University of Zurich - Zurich Open Repository and Archive,https://www.zora.uzh.ch/id/eprint/58818/1/1108.2044v1.pdf,https://www.zora.uzh.ch/id/eprint/58818/1/1108.2044v1.pdf
10.1103/physrevd.84.052011,opendoar_subject,oa repository (via OAI-PMH doi match),repository,arXiv.org,http://arxiv.org/abs/1108.2044,http://arxiv.org/pdf/1108.2044
10.1103/physrevd.84.052011,opendoar_inst,oa repository (via OAI-PMH doi match),repository,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ - İYTE - DSpace@IZTECH Institutional Repository,http://hdl.handle.net/11147/4991,http://openaccess.iyte.edu.tr/bitstream/11147/4991/1/4991.pdf
10.1103/physrevd.84.052011,opendoar_inst,oa repository (via OAI-PMH doi match),repository,Brunel University London - Brunel University Research Archive (BURA),https://bura.brunel.ac.uk/handle/2438/6198,http://bura.brunel.ac.uk/bitstream/2438/6198/6/FullText.pdf
10.1103/physrevd.84.052011,opendoar_subject,oa repository (via OAI-PMH doi match),repository,NA,http://cds.cern.ch/record/1374176,http://cds.cern.ch/record/1374176/files/PhysRevD.84.052011.pdf
10.1103/physrevd.84.052011,opendoar_inst,oa repository (via OAI-PMH doi match),repository,"Institute of Nuclear Sciences ""Vinča"" - VinaR - Repository of the Vinča Nuclear Institute",http://vinar.vin.bg.ac.rs//bitstream/id/13107/4951.pdf,http://vinar.vin.bg.ac.rs//bitstream/id/13107/4951.pdf
10.1103/physrevd.84.052011,opendoar_inst,oa repository (via OAI-PMH doi match),repository,"Institute of Nuclear Sciences ""Vinča"" - VinaR - Repository of the Vinča Nuclear Institute",http://vinar.vin.bg.ac.rs/handle/123456789/4955,http://vinar.vin.bg.ac.rs/bitstream/123456789/4955/1/4951.pdf
10.1103/physrevd.84.052011,opendoar_inst,oa repository (via OAI-PMH doi match),repository,Spanish National Research Council (CSIC) - DIGITAL.CSIC,http://hdl.handle.net/10261/46247,https://digital.csic.es/bitstream/10261/46247/1/e052011.pdf
10.1103/physrevd.84.052011,other_repo,oa repository (via OAI-PMH doi match),repository,Université Libre de Bruxelles - Dépôt institutionnel de l'Université libre de Bruxelles,https://dipot.ulb.ac.be/dspace/bitstream/2013/122514/4/doi_103654.pdf,https://dipot.ulb.ac.be/dspace/bitstream/2013/122514/4/doi_103654.pdf
10.1103/physrevd.84.052011,other_repo,oa repository (via OAI-PMH doi match),repository,NA,http://hdl.handle.net/11449/24650,https://repositorio.unesp.br/bitstream/11449/24650/1/WOS000306432100003.pdf
10.1103/physrevd.84.052011,opendoar_inst,oa repository (via OAI-PMH doi match),repository,Paul Scherrer Institute - DORA PSI,https://www.dora.lib4ri.ch/psi/islandora/object/psi%3A14480,https://www.dora.lib4ri.ch/psi/islandora/object/psi%3A14480/datastream/PDF/view
10.1103/physrevd.84.052011,other_repo,oa repository (via OAI-PMH doi match),repository,U.S. Department of Energy Office of Scientific and Technical Information - OSTI OAI,https://www.osti.gov/biblio/1176951,NA
10.1007/s00104-012-2385-8,not_oa,NA,NA,NA,NA,NA
10.1128/jvi.01928-16,other_oa_journal,open (via free pdf),publisher,NA,https://doi.org/10.1128/jvi.01928-16,https://jvi.asm.org/content/jvi/91/7/e01928-16.full.pdf
10.1128/jvi.01928-16,other_repo,oa repository (via pmcid lookup),repository,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5355617,NA
10.1128/jvi.01928-16,opendoar_subject,oa repository (via OAI-PMH doi match),repository,pubmedcentral.nih.gov,http://europepmc.org/articles/pmc5355617,http://europepmc.org/articles/pmc5355617?pdf=render
10.1063/1.3432753,not_oa,NA,NA,NA,NA,NA
10.1039/c1nr00002k,not_oa,NA,NA,NA,NA,NA
10.1056/nejmoa1307581,opendoar_inst,oa repository (via OAI-PMH doi match),repository,University of Zurich - Zurich Open Repository and Archive,https://www.zora.uzh.ch/id/eprint/105862/1/nejmoa1307581.pdf,https://www.zora.uzh.ch/id/eprint/105862/1/nejmoa1307581.pdf
10.1371/journal.pone.0160203,full_oa_journal,oa journal (via doaj),publisher,NA,https://doi.org/10.1371/journal.pone.0160203,NA
10.1371/journal.pone.0160203,full_oa_journal,open (via page says license),publisher,NA,https://doi.org/10.1371/journal.pone.0160203,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0160203&type=printable
10.1371/journal.pone.0160203,other_repo,oa repository (via pmcid lookup),repository,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4975492,NA
10.1371/journal.pone.0160203,opendoar_subject,oa repository (via OAI-PMH doi match),repository,pubmedcentral.nih.gov,http://europepmc.org/articles/pmc4975492,http://europepmc.org/articles/pmc4975492?pdf=render
10.1080/10426507.2010.523033,not_oa,NA,NA,NA,NA,NA
10.1159/000345065,not_oa,NA,NA,NA,NA,NA
10.1002/cite.201300007,not_oa,NA,NA,NA,NA,NA
10.1016/j.psychres.2013.02.006,not_oa,NA,NA,NA,NA,NA
10.1016/j.apcata.2017.09.023,not_oa,NA,NA,NA,NA,NA
10.5301/jabfm.2013.10832,not_oa,NA,NA,NA,NA,NA
10.1167/iovs.12-11409,full_oa_journal,open (via free pdf),publisher,NA,https://doi.org/10.1167/iovs.12-11409,https://iovs.arvojournals.org/data/journals/iovs/932984/i1552-5783-54-2-1176.pdf
10.1103/physrevx.3.041028,full_oa_journal,oa journal (via doaj),publisher,NA,https://doi.org/10.1103/physrevx.3.041028,NA
10.1103/physrevx.3.041028,full_oa_journal,open (via page says license),publisher,NA,https://doi.org/10.1103/physrevx.3.041028,http://link.aps.org/pdf/10.1103/PhysRevX.3.041028
10.1103/physrevx.3.041028,opendoar_subject,oa repository (via OAI-PMH doi match),repository,arXiv.org,http://arxiv.org/abs/1309.3516,http://arxiv.org/pdf/1309.3516
10.1002/mawe.201300099,not_oa,NA,NA,NA,NA,NA
10.1002/pssb.201600358,not_oa,NA,NA,NA,NA,NA
10.1111/j.1369-1600.2010.00264.x,not_oa,NA,NA,NA,NA,NA
10.1155/2013/359074,full_oa_journal,oa journal (via doaj),publisher,NA,https://doi.org/10.1155/2013/359074,NA
10.1155/2013/359074,full_oa_journal,open (via page says license),publisher,NA,https://doi.org/10.1155/2013/359074,http://downloads.hindawi.com/journals/mpe/2013/359074.pdf
10.1155/2013/359074,other_repo,oa repository (semantic scholar lookup),repository,NA,https://semanticscholar.org/paper/0c2e4ae17628e9061467693ad120804d66fb576b,http://pdfs.semanticscholar.org/69c0/57f322121d0a2a049189695592d7cf4b2942.pdf
10.1155/2013/359074,opendoar_inst,oa repository (via OAI-PMH title and first author match),repository,University of Oslo - Duo Research Archive,http://hdl.handle.net/11250/136934,https://uia.brage.unit.no/uia-xmlui/bitstream/11250/136934/1/Karimi_2013_Using.pdf
10.1111/1365-2664.12915,not_oa,NA,NA,NA,NA,NA
10.1016/j.ijsu.2017.11.028,other_oa_journal,open (via free article),publisher,NA,https://doi.org/10.1016/j.ijsu.2017.11.028,NA
10.1002/ajp.22255,opendoar_inst,oa repository (via OAI-PMH doi match),repository,University of Portsmouth - Portsmouth Research Portal,https://researchportal.port.ac.uk/portal/en/publications/a-comparison-of-facial-expression-properties-in-five-hylobatid-species(f215c71d-9e8e-4ac4-88c5-b408dc5eed53).html,https://researchportal.port.ac.uk/portal/files/1192251/Gibbon_MS_resub.pdf
10.1002/ajp.22255,opendoar_inst,oa repository (via OAI-PMH doi match),repository,University of Portsmouth - Portsmouth Research Portal,https://researchportal.port.ac.uk/ws/files/1192251/Gibbon_MS_resub.pdf,https://researchportal.port.ac.uk/ws/files/1192251/Gibbon_MS_resub.pdf
10.1002/ajp.22255,other_repo,oa repository (via OAI-PMH doi match),repository,University of Portsmouth - Portsmouth Research Portal,http://doi.wiley.com/10.1002/ajp.22255,NA
10.1002/macp.201600587,not_oa,NA,NA,NA,NA,NA
10.1016/j.tiv.2012.06.014,not_oa,NA,NA,NA,NA,NA
10.1007/s00132-015-3080-5,not_oa,NA,NA,NA,NA,NA
10.1007/s12031-010-9452-8,not_oa,NA,NA,NA,NA,NA
10.1016/j.quascirev.2012.09.003,opendoar_inst,oa repository (via OAI-PMH title and first author match),repository,Università Ca' Foscari Venezia - ARCA,http://hdl.handle.net/10278/42748,https://iris.unive.it/bitstream/10278/42748/1/Goosse%20et%20al-EGU2013-1525.pdf
10.1007/s00041-013-9263-8,not_oa,NA,NA,NA,NA,NA
10.1016/j.ccell.2017.03.001,other_oa_journal,open (via crossref license),publisher,NA,https://doi.org/10.1016/j.ccell.2017.03.001,NA
10.1016/j.ccell.2017.03.001,other_oa_journal,open (via page says license),publisher,NA,https://doi.org/10.1016/j.ccell.2017.03.001,http://www.cell.com/article/S1535610817300636/pdf
10.1016/j.ccell.2017.03.001,other_repo,oa repository (via pmcid lookup),repository,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5389883,NA
10.1016/j.ccell.2017.03.001,opendoar_subject,oa repository (via OAI-PMH doi match),repository,pubmedcentral.nih.gov,http://europepmc.org/articles/pmc5389883,http://europepmc.org/articles/pmc5389883?pdf=render
10.1016/j.ccell.2017.03.001,other_repo,oa repository (via OAI-PMH doi match),repository,escidoc.org,http://hdl.handle.net/11858/00-001M-0000-002D-288D-B,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2430273/component/escidoc:2430276/2430273.pdf
10.1016/j.ccell.2017.03.001,other_repo,oa repository (via OAI-PMH doi match),repository,escidoc.org,NA,http://hdl.handle.net/11858/00-001M-0000-002D-2891-0
10.1016/j.ccell.2017.03.001,opendoar_other,oa repository (via OAI-PMH title and first author match),repository,Max Planck Society - MPG.PuRe,http://hdl.handle.net/11858/00-001M-0000-002D-288D-B,https://pure.mpg.de/pubman/item/item_2430273_4/component/file_2430276/2430273.pdf
10.1016/j.ccell.2017.03.001,opendoar_inst,oa repository (via OAI-PMH title and first author match),repository,University of Cambridge - Apollo,https://www.repository.cam.ac.uk/handle/1810/264362,https://www.repository.cam.ac.uk/bitstream/1810/264362/1/1-s2.0-S1535610817300636-main.pdf
10.1016/j.ccell.2017.03.001,other_repo,oa repository (via OAI-PMH title and first author match),repository,Max Planck Society - MPG.PuRe,http://hdl.handle.net/11858/00-001M-0000-002D-288F-7,http://hdl.handle.net/11858/00-001M-0000-002D-288F-7
10.1016/j.ccell.2017.03.001,other_repo,oa repository (via OAI-PMH title and first author match),repository,Max Planck Society - MPG.PuRe,http://hdl.handle.net/11858/00-001M-0000-002D-2896-6,http://hdl.handle.net/11858/00-001M-0000-002D-2896-6
10.1016/j.ccell.2017.03.001,other_repo,oa repository (via OAI-PMH title and first author match),repository,Max Planck Society - MPG.PuRe,http://hdl.handle.net/11858/00-001M-0000-002D-2893-C,NA
10.1016/j.ccell.2017.03.001,other_repo,oa repository (via OAI-PMH title and first author match),repository,Max Planck Society - MPG.PuRe,http://hdl.handle.net/11858/00-001M-0000-002D-2895-8,NA
10.1016/j.ccell.2017.03.001,other_repo,oa repository (via OAI-PMH title and first author match),repository,Goethe University Frankfurt - Publication Server of Goethe University Frankfurt am Main,http://publikationen.ub.uni-frankfurt.de/files/43728/container.zip,NA
10.1016/j.psychres.2009.03.028,not_oa,NA,NA,NA,NA,NA
10.1016/j.physa.2016.01.079,not_oa,NA,NA,NA,NA,NA
10.1016/j.meatsci.2015.06.016,not_oa,NA,NA,NA,NA,NA
10.1515/forum-2015-0139,opendoar_subject,oa repository (via OAI-PMH doi match),repository,Cornell University - arXiv,http://arxiv.org/abs/1505.04056,http://arxiv.org/pdf/1505.04056
10.1515/forum-2015-0139,other_repo,oa repository (semantic scholar lookup),repository,NA,https://semanticscholar.org/paper/a2d2f63e911683f0b32377ceca595dd410a5caec,http://pdfs.semanticscholar.org/6036/952afab221c8a1edd653556b4c08f201f937.pdf
10.1016/j.learninstruc.2009.02.023,not_oa,NA,NA,NA,NA,NA
10.1016/j.jbiotec.2014.02.015,not_oa,NA,NA,NA,NA,NA
10.1155/2014/289656,full_oa_journal,oa journal (via doaj),publisher,NA,https://doi.org/10.1155/2014/289656,NA
10.1155/2014/289656,full_oa_journal,open (via page says license),publisher,NA,https://doi.org/10.1155/2014/289656,http://downloads.hindawi.com/journals/bmri/2014/289656.pdf
10.1155/2014/289656,other_repo,oa repository (via pmcid lookup),repository,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4119892,NA
10.1155/2014/289656,opendoar_subject,oa repository (via OAI-PMH doi match),repository,pubmedcentral.nih.gov,http://europepmc.org/articles/pmc4119892,http://europepmc.org/articles/pmc4119892?pdf=render
10.1155/2014/289656,other_repo,oa repository (semantic scholar lookup),repository,NA,https://semanticscholar.org/paper/61a68add480a5319067af6019be4acfc9e5e5e5d,http://pdfs.semanticscholar.org/4e00/fd7beff3551cb78518e3e5c26ff951d4dc73.pdf
10.1186/s12957-016-0953-y,full_oa_journal,oa journal (via doaj),publisher,NA,https://doi.org/10.1186/s12957-016-0953-y,NA
10.1186/s12957-016-0953-y,other_repo,oa repository (via pmcid lookup),repository,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4962373,NA
10.1186/s12957-016-0953-y,opendoar_subject,oa repository (via OAI-PMH doi match),repository,pubmedcentral.nih.gov,http://europepmc.org/articles/pmc4962373,http://europepmc.org/articles/pmc4962373?pdf=render
10.1016/j.neuropharm.2017.08.019,not_oa,NA,NA,NA,NA,NA
10.3897/dez.63.10799,full_oa_journal,open (via free pdf),publisher,NA,https://doi.org/10.3897/dez.63.10799,https://dez.pensoft.net/article/10799/download/pdf/
10.3897/dez.63.10799,full_oa_journal,oa journal (via doaj),publisher,NA,https://doi.org/10.3897/dez.63.10799,NA
10.3897/dez.63.10799,other_repo,oa repository (semantic scholar lookup),repository,NA,https://semanticscholar.org/paper/c2a90fd0dfb0b2bb3e069451481fe054d15f92ac,http://pdfs.semanticscholar.org/c2a9/0fd0dfb0b2bb3e069451481fe054d15f92ac.pdf
10.3897/dez.63.10799,opendoar_other,oa repository (via OAI-PMH title and first author match),repository,CERN European Organization for Nuclear Research - Zenodo,https://zenodo.org/record/168551,https://zenodo.org/record/168551/files/DEZ_article_10799.pdf
10.3897/dez.63.10799,opendoar_inst,oa repository (via OAI-PMH title and first author match),repository,CERN European Organization for Nuclear Research - Zenodo,https://zenodo.org/record/168551,https://zenodo.org/record/168551/files/DEZ_article_10799.pdf
10.1080/14680629.2017.1305146,not_oa,NA,NA,NA,NA,NA
10.1016/j.euroneuro.2015.05.005,not_oa,NA,NA,NA,NA,NA
10.1186/1471-2407-10-262,full_oa_journal,oa journal (via doaj),publisher,NA,https://doi.org/10.1186/1471-2407-10-262,NA
10.1186/1471-2407-10-262,full_oa_journal,open (via page says license),publisher,NA,https://doi.org/10.1186/1471-2407-10-262,https://bmccancer.biomedcentral.com/track/pdf/10.1186/1471-2407-10-262
10.1186/1471-2407-10-262,other_repo,oa repository (via pmcid lookup),repository,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2889897,NA
10.1186/1471-2407-10-262,opendoar_subject,oa repository (via OAI-PMH doi match),repository,pubmedcentral.nih.gov,http://europepmc.org/articles/pmc2889897,http://europepmc.org/articles/pmc2889897?pdf=render
10.1590/1678-4324-2016150264,full_oa_journal,oa journal (via doaj),publisher,NA,https://doi.org/10.1590/1678-4324-2016150264,NA
10.1590/1678-4324-2016150264,full_oa_journal,open (via page says license),publisher,NA,https://doi.org/10.1590/1678-4324-2016150264,http://www.scielo.br/pdf/babt/v59/1516-8913-babt-16150264.pdf
10.1152/physiol.00025.2014,other_repo,oa repository (semantic scholar lookup),repository,NA,https://semanticscholar.org/paper/a9cd1d7e660014426a05809be0254620bf84e9a4,http://pdfs.semanticscholar.org/4633/9d879fbfec975d0ccb200d25e4574a284e89.pdf
10.1111/geer.12114,opendoar_inst,oa repository (via OAI-PMH title and first author match),repository,Ludwid Maxmilian's Universitat Munchen - Open access LMU,https://epub.ub.uni-muenchen.de/24835/,https://epub.ub.uni-muenchen.de/24835/1/502.pdf
10.1111/geer.12114,opendoar_subject,oa repository (via OAI-PMH title and first author match),repository,Econstor - Econstor,http://hdl.handle.net/10419/102557,https://www.econstor.eu/bitstream/10419/102557/1/797626379.pdf
10.1111/geer.12114,opendoar_subject,oa repository (via OAI-PMH title and first author match),repository,Econstor - Econstor,http://hdl.handle.net/10419/121372,https://www.econstor.eu/bitstream/10419/121372/1/826773699.pdf
10.1159/000324634,not_oa,NA,NA,NA,NA,NA
